2/7/2004;93;21;-0.81303385287923
4/27/2005;40;1;15.28374107841793
8/4/2000;99;8;15.594009372284994
11/2/2001;51;23;5.6397685338835695
10/24/2014;74;24;17.863118699229727
6/13/2011;62;21;17.738591911831282
6/15/2014;44;9;15.052736559348986
9/27/2008;43;24;20.418295364383038
7/13/2006;73;15;17.68079900151391
11/8/2010;65;8;4.71266082549546
2/12/2004;64;5;2.4673004060022956
9/6/2006;80;14;10.15800569561791
6/1/2002;9;16;16.01262676437242
10/30/2014;73;19;23.818885422462145
8/30/2002;64;4;16.16780201256555
1/29/2007;40;24;-2.1608473586302557
11/10/2012;85;10;12.201557499867185
5/15/2014;72;1;23.07625794907888
6/24/2008;9;24;16.09499439744584
9/9/2003;34;20;19.616418886410134
2/2/2005;81;22;-1.6602735796070394
1/7/2010;32;19;2.410053940451111
12/8/2000;55;16;2.348517596654355
4/8/2002;26;24;10.131434238859176
8/14/2002;52;16;16.639245232025164
1/19/2014;32;19;6.241126618431296
1/1/2009;77;17;-3.749115961145743
7/9/2001;90;8;20.224440037395297
1/31/2005;96;4;-0.13492072834710855
1/29/2002;18;6;0.600397588857956
5/28/2003;88;24;13.792305530938332
8/13/2009;17;13;11.567211161081538
12/27/2013;12;12;12.481644593791778
12/26/2002;41;2;5.17649586819609
2/14/2012;32;1;-1.8951381766334698
7/30/2006;96;3;20.554071672855187
7/7/2002;23;2;18.685731649157763
12/25/2007;8;18;-0.3276997679885403
10/27/2004;35;17;11.150501204626524
1/13/2009;90;24;-0.5125116616508727
3/22/2000;70;24;6.741377053518106
12/24/2001;24;12;0.6646448433491878
2/7/2008;84;3;2.282511705573529
11/1/2003;38;18;8.888819731626985
7/19/2003;71;21;21.53572676602752
3/18/2002;57;14;8.998098516104463
5/20/2011;24;23;9.854632150084608
10/25/2004;99;1;12.203124585523081
3/19/2014;76;11;2.621145053597857
7/22/2014;24;24;26.359183392947266
7/7/2009;60;5;17.14599805964999
5/2/2003;27;22;8.177639970274601
4/30/2007;42;9;14.687048439050246
9/4/2005;25;10;13.22419312565599
1/13/2001;96;23;2.1072343149417034
5/17/2008;15;12;18.351047747831924
11/21/2000;67;22;6.567485823650815
6/16/2000;95;3;17.650024620034745
11/4/2002;77;3;7.743464062476299
11/21/2002;64;12;5.853783827521187
7/19/2013;16;4;18.059458719616103
5/26/2014;85;9;-6.870179266440662
3/29/2009;68;7;4.035536985613655
8/14/2011;13;18;21.2213773916973
12/16/2005;47;10;-2.096786763726037
2/7/2011;5;15;-1.5167728096376578
8/26/2001;42;1;16.369539378653766
6/26/2003;37;14;15.674289664631898
10/21/2002;5;15;11.07072446137448
11/13/2013;76;2;12.389313812000529
10/16/2008;30;18;5.307679834932009
7/20/2010;69;2;20.543844916807227
1/20/2002;41;20;1.0443779286296606
10/15/2007;96;21;11.118727466505433
6/19/2001;32;1;14.487121854609972
2/3/2014;33;11;-0.5025070290776668
7/12/2002;35;11;18.069813966721842
11/22/2002;51;22;3.4726607199527635
2/15/2010;29;12;-1.7989050076172264
1/27/2009;29;4;1.6368078966690718
1/29/2004;80;21;3.069835630896657
5/4/2002;66;20;11.058373936491877
1/15/2004;20;19;4.914295323105507
12/30/2006;76;20;6.599080469271053
5/12/2001;69;24;12.018679753574357
9/5/2003;16;18;17.803629937550514
11/1/2011;2;5;8.769298412185856
3/29/2004;39;23;6.5937878111987605
5/18/2010;41;1;13.924762314086962
5/25/2004;59;20;10.390952794023372
8/20/2012;28;22;16.647938459459784
5/18/2002;43;18;11.660299792337662
11/14/2011;73;9;13.739317239909717
6/4/2007;69;20;13.725275447323533
2/13/2004;39;12;-1.7446663686034456
9/15/2007;36;6;14.643174186846613
5/12/2012;93;17;25.16055907407609
12/4/2010;100;2;5.771382313943395
10/1/2008;33;13;18.576575928867793
10/1/2012;82;10;22.207039466099594
1/6/2003;4;10;3.9313949494062337
10/17/2012;73;16;11.549918496195176
7/18/2013;19;16;28.200873029369156
5/8/2004;50;5;18.08806538298842
7/17/2012;55;22;16.65611662429164
11/20/2013;35;1;4.621585368147344
8/22/2000;99;9;15.884672606930911
11/24/2006;61;12;7.945639183290724
7/16/2009;48;4;11.487120167315904
9/14/2005;15;24;16.941285690105182
7/23/2002;77;18;21.585084398657603
9/14/2010;97;5;15.840518937669831
3/31/2002;79;7;6.307757310894944
4/23/2007;49;7;14.274328725837043
4/7/2007;71;3;14.850716865369565
3/22/2013;38;1;-18.395698958763045
2/27/2014;58;20;4.7794123919896805
6/19/2010;60;24;26.239741160633287
11/30/2012;95;14;6.6832518379565595
9/12/2003;25;16;13.677972334433832
10/23/2014;56;16;6.156546184838674
4/17/2006;3;3;9.315495274397016
6/28/2010;98;21;18.512855792673793
10/5/2005;39;22;15.565205196168654
9/3/2008;70;15;4.138975810652646
6/14/2007;76;1;23.192718448775096
5/19/2011;82;18;18.56619653913377
8/18/2000;55;1;15.218752199046152
5/22/2013;54;20;21.271913006908164
11/25/2007;95;11;2.7722435828931578
12/17/2006;21;7;3.881919617918885
7/16/2013;22;18;25.265710700567922
8/6/2002;35;9;16.20368843856928
11/4/2014;64;1;2.317835492251078
12/17/2008;29;23;4.219171173909231
11/9/2013;86;16;7.378206661255131
4/30/2004;10;1;8.58316774616334
6/10/2008;42;15;24.845052021190877
4/12/2008;94;11;17.291442895243094
10/17/2005;53;11;15.502894336449817
6/24/2003;67;10;17.325747991057952
8/10/2000;78;16;15.898916687532047
7/27/2003;28;9;21.798584718123458
1/25/2004;99;3;2.2569346873101193
8/24/2008;65;22;16.378203274289227
1/12/2011;93;13;0.9575041424325168
11/15/2003;87;2;6.24471072936578
3/17/2006;83;7;5.6678691369451535
8/26/2014;81;15;9.760402669688006
3/19/2001;91;13;7.24201504755854
2/19/2005;23;10;1.1457169401007103
12/23/2008;92;24;2.4815184232047596
7/30/2012;9;21;19.633953555794378
4/4/2006;7;20;11.503549106849917
10/18/2007;26;8;17.971210146177796
1/23/2001;48;14;4.780369530305952
6/8/2010;12;23;26.612253443335376
9/15/2013;93;7;16.723180731721587
10/25/2011;50;15;9.468128667478219
12/28/2014;29;19;2.788274452699989
11/2/2002;44;14;7.066509216804995
5/27/2008;27;6;6.457768120486845
11/28/2008;48;9;5.507895680719077
11/6/2004;14;5;1.6973099510633451
10/24/2014;58;16;23.442745445260815
1/29/2000;86;20;2.0179855222791647
2/15/2013;79;16;-2.275543495853447
3/30/2006;59;16;8.132204278952287
10/28/2003;55;22;12.687522046611452
9/7/2001;7;6;15.449428497493638
9/21/2000;68;4;15.099629590275036
12/13/2010;49;13;9.254266206185793
3/26/2014;92;1;-2.8458782895643804
4/27/2010;71;22;9.335880694282793
7/2/2011;45;15;20.834561365053307
3/16/2012;54;6;10.29132570912724
11/7/2002;76;8;6.468233822789091
7/19/2001;34;23;19.57644849793985
6/14/2014;66;13;4.109731686384579
5/12/2000;58;13;12.87231824019526
2/10/2000;58;22;0.007278940622504615
10/31/2007;70;13;19.56331271733668
4/15/2008;60;4;13.241891656500513
11/7/2008;37;6;6.65944585212855
9/25/2013;43;21;14.0137614675469
8/3/2008;48;4;10.029311701029332
6/22/2008;57;11;17.03108525293399
11/27/2014;81;23;3.6168899749412766
7/12/2000;81;6;19.662755893193324
3/16/2010;85;1;5.666520425876939
1/4/2008;85;10;8.845584066492101
3/7/2006;40;24;3.0918928149922835
5/6/2000;34;19;12.697947920407154
11/29/2005;51;18;8.63122665215488
1/26/2000;88;16;1.6610280093648717
1/6/2000;19;18;2.1059924832311703
6/30/2007;72;4;24.424718803854645
3/6/2010;64;1;5.274897568945507
4/6/2010;31;21;13.82349625991549
7/13/2007;30;17;20.69082560024971
6/25/2005;7;17;20.05354606949568
1/25/2009;25;13;2.1443822749089416
2/1/2005;51;16;2.005193436293503
10/26/2010;57;7;9.60089448766142
5/19/2007;91;2;9.447460416634875
1/30/2007;78;8;-2.532316665400863
12/31/2001;34;15;1.273857595749054
5/28/2009;27;14;12.952725358760857
5/18/2007;79;9;15.376381526122723
8/11/2012;63;12;17.621851387081904
11/18/2011;33;9;12.512773580859559
10/31/2013;28;8;11.37192871906803
10/13/2014;97;12;4.455802386849506
4/4/2011;2;7;2.7204237517494594
8/12/2001;100;8;17.937221280146908
6/30/2005;96;4;19.335232310745006
4/19/2014;31;15;7.030635855806095
3/31/2001;79;24;7.362425861459185
3/12/2011;50;3;-0.1118657008397177
2/4/2007;80;13;5.664821668502578
8/16/2004;58;4;15.382975683388658
11/24/2013;41;20;8.347086382076435
4/24/2004;68;6;6.555084828007429
1/26/2005;88;24;-3.0548757042452905
11/5/2005;76;18;1.5842349488307912
11/27/2005;92;14;6.525501680340596
8/31/2005;4;7;15.508002559093283
8/8/2000;35;10;15.418474799179034
1/16/2007;15;4;1.3733926078057592
6/1/2000;27;7;16.777779298732813
4/9/2009;38;24;11.006333453377831
3/12/2006;66;18;15.368568944724775
2/8/2002;19;8;0.8797041913975729
12/2/2007;36;23;-4.4972050410646895
9/11/2005;96;1;19.240644188304245
6/25/2004;14;17;14.658086394222234
3/25/2012;15;3;6.157774160207269
4/22/2009;70;16;5.04227727948513
8/16/2010;3;16;23.17080869383389
6/13/2010;45;1;16.520799842690973
9/17/2008;17;2;11.549642661256158
4/12/2001;25;24;12.25420204038884
7/1/2002;32;19;18.16395384443082
5/13/2005;54;13;10.940688972279624
4/19/2000;98;17;11.053388303406397
12/13/2003;90;1;3.683824505511506
2/16/2011;87;20;7.498558826518139
11/3/2007;53;2;6.819409909800737
6/3/2001;20;24;16.88930007343904
7/18/2014;58;19;29.794939265403436
9/2/2013;74;5;25.191716433521627
3/24/2006;24;24;3.1448483273381225
7/30/2000;99;12;19.553399421674484
9/17/2002;2;22;14.680335843130548
11/25/2000;36;14;5.548327223359906
9/22/2009;21;5;16.202406361191898
9/30/2003;37;21;16.754912733142127
1/3/2011;67;22;-4.647701744862672
2/14/2004;55;7;-0.918590362300046
12/19/2013;90;13;5.128132233987571
4/12/2011;29;20;4.327697897989226
8/21/2007;8;8;21.274680320944213
10/13/2013;72;6;15.877836863222702
8/22/2012;24;9;27.988883810637464
4/20/2014;68;19;11.521359756324783
1/28/2008;91;9;3.4944334240000807
7/13/2002;4;19;18.68113282783367
1/23/2011;95;5;-0.2544237579827846
12/15/2006;71;6;3.677092221765747
4/28/2001;2;1;10.136261651991807
8/27/2004;94;13;15.62201385910071
6/20/2003;58;1;14.586978999173054
9/17/2010;9;8;12.083325966782503
3/6/2002;65;14;6.216516421469085
8/4/2014;56;21;10.447512072826349
11/4/2000;24;24;6.902747986077525
9/30/2010;39;6;14.441633185607792
10/1/2012;45;3;16.919206059953382
2/22/2005;81;7;-2.8514514767903525
12/4/2010;84;5;5.023915277755723
10/31/2007;68;22;8.715078959569
12/29/2009;93;6;2.4775739098963885
11/11/2006;26;13;6.709050935985537
6/8/2013;63;19;33.441745430584376
11/21/2008;18;1;7.558854398234884
9/8/2008;43;11;12.102540899727884
4/5/2012;5;10;0.6320386565657206
9/2/2006;85;7;10.862286176077205
4/24/2011;32;4;0.4694372962494118
10/31/2014;26;20;14.905612098727696
12/10/2001;38;11;1.9367460735113542
9/18/2004;51;11;16.316585128358266
11/17/2012;3;8;7.227006971287815
1/21/2011;30;22;1.4732367105438229
2/25/2003;52;23;-0.7555108788421314
4/10/2013;1;3;14.220300024940155
12/29/2010;75;20;5.242022756302421
12/31/2003;1;23;3.938052531955443
5/16/2008;76;19;11.549064591417551
7/23/2013;97;10;21.784469715150294
4/12/2014;100;15;25.273495164168907
9/23/2010;11;9;12.655974354958458
7/30/2006;8;8;14.770865145777982
12/31/2000;28;15;2.0770518160358318
6/30/2009;89;7;14.18536317604829
10/8/2005;74;12;12.216825661170079
11/3/2008;61;14;5.076942940459745
9/9/2007;79;1;16.641455528993145
1/6/2014;39;6;13.40606977991554
8/3/2013;58;16;14.040247484485342
9/30/2000;81;5;15.144110337167454
6/22/2001;74;1;16.420798547184553
3/20/2006;42;5;1.7422972397958967
10/18/2011;60;2;9.328772629358172
7/5/2011;37;8;9.425142916644726
9/6/2010;93;19;16.38636690814575
4/15/2012;31;2;18.703426600538698
10/20/2005;8;20;11.2985700850094
11/8/2010;53;15;3.3685178401209424
1/8/2014;79;15;2.5619774728769964
11/13/2002;45;20;7.011846758062736
5/9/2006;80;18;12.430942280651458
5/13/2001;47;19;14.313920964057225
10/21/2000;87;17;11.932912948181215
6/17/2012;76;1;6.518160918001836
4/20/2000;94;8;11.272570045834978
11/13/2005;80;23;5.929789654282512
9/12/2007;39;15;20.499364762924337
9/21/2013;14;19;30.862393549726875
7/31/2000;25;12;19.57845399106834
11/17/2010;97;12;13.299668982542094
7/20/2008;25;20;13.740772499018057
5/7/2007;37;11;10.253824945218247
4/30/2012;41;23;16.565349261470995
12/25/2013;60;6;-0.20858105250858694
2/12/2002;21;5;-1.3147121138224138
2/12/2010;5;15;1.4459233365441682
2/9/2006;35;10;1.3869602124463865
1/28/2012;53;22;7.355681086511247
9/28/2009;85;5;10.807206706664882
2/7/2011;25;12;0.457053370449247
9/26/2005;78;15;17.58671578669245
2/25/2011;17;11;5.865696319918479
11/8/2014;15;17;-0.1621748465798607
7/2/2002;94;24;16.97963171368073
1/29/2004;1;7;0.9682412823259183
8/13/2000;97;2;15.818497167852842
1/31/2000;52;4;0.8423223243793763
2/21/2000;53;12;1.307998497243239
1/11/2004;44;18;3.440673986573655
12/19/2010;19;12;12.84027755006995
3/30/2004;73;4;9.403730325307738
4/8/2005;38;1;14.723134853330066
3/14/2012;11;20;8.148692533223702
8/11/2004;38;18;16.965842696998312
4/1/2006;28;3;11.974681682224062
8/2/2008;1;11;19.465031581513156
1/8/2006;64;18;0.6118526835063354
6/21/2014;82;6;18.111290234404233
4/14/2006;92;21;7.536883821593498
5/31/2014;68;10;5.243630443244179
1/6/2014;53;5;2.044430340941584
6/27/2006;75;13;16.35793065345383
6/9/2001;91;11;16.99735389376909
3/10/2009;98;1;10.839942608381723
1/9/2013;63;16;5.896121432618732
7/27/2009;58;9;12.614473151238485
3/2/2014;74;16;-2.284159867295573
6/11/2009;62;14;20.865639999443225
8/14/2011;65;13;18.695644445252036
6/7/2000;71;8;16.37904047354984
12/14/2013;11;13;18.430309469584323
8/11/2000;99;23;15.7993798324261
8/20/2004;2;3;15.216936334223822
8/20/2004;54;7;14.392133143091616
5/6/2002;30;18;12.661024777666263
3/22/2005;5;21;6.999604116780401
8/14/2013;81;7;15.324567826935466
1/16/2002;76;2;0.27289205014545503
2/2/2005;67;18;5.439340837751249
7/7/2013;65;22;20.60420902705041
8/2/2004;50;13;18.04733057059304
1/4/2005;43;11;0.28948212090180436
1/3/2011;40;23;-1.2260992102721637
11/15/2003;17;10;5.716274459714831
2/17/2010;100;12;2.9507620067627665
8/1/2002;99;10;16.153412925262586
8/18/2010;55;19;13.80461327783164
6/24/2006;69;24;16.94332439547401
4/23/2009;29;21;14.440345728320418
7/25/2014;38;8;28.371778638889026
6/9/2013;99;9;22.704975936990728
7/3/2002;77;13;20.881664739258998
1/9/2010;8;7;1.5753590582273282
8/10/2002;21;23;16.109545699570695
7/28/2014;69;18;12.214181028748161
12/12/2004;33;19;-2.9095296394451333
2/9/2012;53;21;-7.652399825092422
2/7/2012;79;2;-7.119462231213344
3/24/2011;59;15;-1.766482425091569
4/17/2011;37;1;17.097273361448096
5/28/2005;23;23;11.143691533701208
5/22/2013;86;16;13.45683345983523
4/9/2004;69;18;9.844616374954704
8/16/2013;33;17;29.78438997561195
5/18/2000;45;10;12.54969930472664
2/1/2013;87;7;5.125580558936372
2/9/2008;59;13;-0.04800862580050125
7/11/2014;88;23;16.530955098895394
9/22/2010;92;24;12.359020734351287
5/25/2001;93;5;12.987097510108448
4/7/2013;59;24;13.159354056522542
